"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Exploiting Natural Language Structures in Software Informal Documentation","A. Di Sorbo; S. Panichella; C. A. Visaggio; M. D. Penta; G. Canfora; H. C. Gall","Department of Engineering, University of Sannio, Benevento, Italy; Zurich University of Applied Science (ZHAW), Zurich, Switzerland; Department of Engineering, University of Sannio, Benevento, Italy; Department of Engineering, University of Sannio, Benevento, Italy; Department of Engineering, University of Sannio, Benevento, Italy; Department of Informatics, University of Zurich, Zurich, Switzerland","IEEE Transactions on Software Engineering","12 Aug 2021","2021","47","8","1587","1604","Communication means, such as issue trackers, mailing lists, Q&A forums, and app reviews, are premier means of collaboration among developers, and between developers and end-users. Analyzing such sources of information is crucial to build recommenders for developers, for example suggesting experts, re-documenting source code, or transforming user feedback in maintenance and evolution strategies for developers. To ease this analysis, in previous work we proposed Development Emails Content Analyzer (DECA), a tool based on Natural Language Parsing that classifies with high precision development emails' fragments according to their purpose. However, DECA has to be trained through a manual tagging of relevant patterns, which is often effort-intensive, error-prone and requires specific expertise in natural language parsing. In this paper, we first show, with an empirical study, the extent to which producing rules for identifying such patterns requires effort, depending on the nature and complexity of patterns. Then, we propose an approach, named Nlp-based softwarE dOcumentation aNalyzer (NEON), that automatically mines such rules, minimizing the manual effort. We assess the performances of NEON in the analysis and classification of mobile app reviews, developers discussions, and issues. NEON simplifies the patterns identification and rules definition processes, allowing a savings of more than 70 percent of the time otherwise spent on performing such activities manually. Results also show that NEON-generated rules are close to the manually identified ones, achieving comparable recall.","1939-3520","","10.1109/TSE.2019.2930519","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung(grant numbers:200021-166275); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8769918","Mining unstructured data;natural language processing;empirical study","Neon;Software;Linguistics;Pattern recognition;Documentation;Manuals","","13","","47","IEEE","23 Jul 2019","","","IEEE","IEEE Journals"
"Simpler Hyperparameter Optimization for Software Analytics: Why, How, When?","A. Agrawal; X. Yang; R. Agrawal; R. Yedida; X. Shen; T. Menzies","Wayfair, Boston, MA, USA; Department of Computer Science, North Carolina State University, Raleigh, NC, USA; Department of Computer Science, North Carolina State University, Raleigh, NC, USA; Department of Computer Science, North Carolina State University, Raleigh, NC, USA; Department of Computer Science, North Carolina State University, Raleigh, NC, USA; Department of Computer Science, North Carolina State University, Raleigh, NC, USA","IEEE Transactions on Software Engineering","16 Aug 2022","2022","48","8","2939","2954","How can we make software analytics simpler and faster? One method is to match the complexity of analysis to the intrinsic complexity of the data being explored. For example, hyperparameter optimizers find the control settings for data miners that improve the predictions generated via software analytics. Sometimes, very fast hyperparameter optimization can be achieved by “DODGE-ing”; i.e., simply steering way from settings that lead to similar conclusions. But when is it wise to use that simple approach and when must we use more complex (and much slower) optimizers? To answer this, we applied hyperparameter optimization to 120 SE data sets that explored bad smell detection, predicting Github issue close time, bug report analysis, defect prediction, and dozens of other non-SE problems. We find that the simple DODGE works best for data sets with low “intrinsic dimensionality” ($\mu _D\approx 3$μD≈3) and very poorly for higher-dimensional data ($\mu _D > 8$μD>8). Nearly all the SE data seen here was intrinsically low-dimensional, indicating that DODGE is applicable for many SE analytics tasks.","1939-3520","","10.1109/TSE.2021.3073242","National Science Foundation(grant numbers:CCF-1703487); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9405415","Software analytics;hyperparameter optimization;defect prediction;bad smell detection;issue close time;bug reports","Software;Optimization;Clustering algorithms;Text mining;Measurement;Computer bugs;Task analysis","","12","","101","IEEE","15 Apr 2021","","","IEEE","IEEE Journals"
"Self-Admitted Technical Debt in the Embedded Systems Industry: An Exploratory Case Study","Y. Li; M. Soliman; P. Avgeriou; L. Somers","Bernoulli Institute for Mathematics, Computer Science and Artificial Intelligence, University of Groningen, Groningen, CP, The Netherlands; Bernoulli Institute for Mathematics, Computer Science and Artificial Intelligence, University of Groningen, Groningen, CP, The Netherlands; Bernoulli Institute for Mathematics, Computer Science and Artificial Intelligence, University of Groningen, Groningen, CP, The Netherlands; Department of Mathematics and Computer Science, Eindhoven University of Technology, Eindhoven, AZ, The Netherlands","IEEE Transactions on Software Engineering","18 Apr 2023","2023","49","4","2545","2565","Technical debt denotes shortcuts taken during software development, mostly for the sake of expedience. When such shortcuts are admitted explicitly by developers (e.g., writing a TODO/Fixme comment), they are termed as Self-Admitted Technical Debt or SATD. There has been a fair amount of work studying SATD management in Open Source projects, but SATD in industry is relatively unexplored. At the same time, there is no work focusing on developers’ perspectives towards SATD and its management. To address this, we conducted an exploratory case study in cooperation with an industrial partner to study how they think of SATD and how they manage it. Specifically, we collected data by identifying and characterizing SATD in different sources (issues, source code comments, and commits) and carried out a series of interviews with 12 software practitioners. The results show: 1) the core characteristics of SATD in industrial projects; 2) developers’ attitudes towards identified SATD and statistics; 3) triggers for practitioners to introduce and repay SATD; 4) relations between SATD in different sources; 5) practices used to manage SATD; 6) challenges and tooling ideas for SATD management.","1939-3520","","10.1109/TSE.2022.3224378","ITEA3; RVO(grant numbers:17038); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9961946","Technical debt;self-admitted technical debt;mining software repositories;source code comment;issue tracking system;commit;empirical study","Source coding;Software;Codes;Industries;Interviews;Embedded systems;Documentation","","2","","70","IEEE","23 Nov 2022","","","IEEE","IEEE Journals"
"Facilitating Coordination between Software Developers: A Study and Techniques for Timely and Efficient Recommendations","K. Blincoe; G. Valetto; D. Damian","Software Engineering Global Interaction Lab, University of Victoria, Victoria, BC, Canada; Fondazione Bruno Kessler, Trento, Italy; Software Engineering Global Interaction Lab, University of Victoria, Victoria, BC, Canada","IEEE Transactions on Software Engineering","13 Oct 2015","2015","41","10","969","985","When software developers fail to coordinate, build failures, duplication of work, schedule slips and software defects can result. However, developers are often unaware of when they need to coordinate, and existing methods and tools that help make developers aware of their coordination needs do not provide timely or efficient recommendations. We describe our techniques to identify timely and efficient coordination recommendations, which we developed and evaluated in a study of coordination needs in the Mylyn software project. We describe how data obtained from tools that capture developer actions within their Integrated Development Environment (IDE) as they occur can be used to timely identify coordination needs; we also describe how properties of tasks coupled with machine learning can focus coordination recommendations to those that are more critical to the developers to reduce information overload and provide more efficient recommendations. We motivate our techniques through developer interviews and report on our quantitative analysis of coordination needs in the Mylyn project. Our results suggest that by leveraging IDE logging facilities, properties of tasks and machine learning techniques awareness tools could make developers aware of critical coordination needs in a timely way. We conclude by discussing implications for software engineering research and tool design.","1939-3520","","10.1109/TSE.2015.2431680","US National Science Foundation (NSF)(grant numbers:OCI-1221254); NECSIS; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7105409","Human Factors in Software Design;Management;Metrics/Measurement;Productivity;Programming Teams;Computer-supported cooperative work;human factors in software design;management;metrics/measurement;productivity;programming teams","Software;Encoding;Interviews;Statistical analysis;Manuals;Accuracy;Correlation","","13","","70","IEEE","11 May 2015","","","IEEE","IEEE Journals"
"A Manually-Curated Dataset of Fixes to Vulnerabilities of Open-Source Software","S. E. Ponta; H. Plate; A. Sabetta; M. Bezzi; C. Dangremont","SAP Security Research, Mougins, France; SAP Security Research, Mougins, France; SAP Security Research, Mougins, France; SAP Security Research, Mougins, France; SAP Security Research, Mougins, France","2019 IEEE/ACM 16th International Conference on Mining Software Repositories (MSR)","29 Aug 2019","2019","","","383","387","Advancing our understanding of software vulnerabilities, automating their identification, the analysis of their impact, and ultimately their mitigation is necessary to enable the development of software that is more secure. While operating a vulnerability assessment tool, which we developed, and that is currently used by hundreds of development units at SAP, we manually collected and curated a dataset of vulnerabilities of open-source software, and the commits fixing them. The data were obtained both from the National Vulnerability Database (NVD), and from project-specific web resources, which we monitor on a continuous basis. From that data, we extracted a dataset that maps 624 publicly disclosed vulnerabilities affecting 205 distinct opensource Java projects, used in SAP products or internal tools, onto the 1282 commits that fix them. Out of 624 vulnerabilities, 29 do not have a CVE (Common Vulnerability and Exposure) identifier at all, and 46, which do have such identifier assigned by a numbering authority, are not available in the NVD yet. The dataset is released under an open-source license, together with supporting scripts that allow researchers to automatically retrieve the actual content of the commits from the corresponding repositories, and to augment the attributes available for each instance. Moreover, these scripts allow to complement the dataset with additional instances that are not security fixes (which is useful, for example, in machine learning applications). Our dataset has been successfully used to train classifiers that could automatically identify security-relevant commits in code repositories. The release of this dataset and the supporting code as open-source will allow future research to be based on data of industrial relevance; it also represents a concrete step towards making the maintenance of this dataset a shared effort involving open-source communities, academia, and the industry.","2574-3864","978-1-7281-3412-3","10.1109/MSR.2019.00064","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816802","vulnerabilities;open source software;nvd;dataset","Open source software;Tools;Databases;Security;Monitoring;Java","","57","","9","IEEE","29 Aug 2019","","","IEEE","IEEE Conferences"
"ApacheJIT: A Large Dataset for Just-In-Time Defect Prediction","H. Keshavarz; M. Nagappan","David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada; David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR)","21 Jun 2022","2022","","","191","195","In this paper, we present ApacheJIT, a large dataset for Just-In-Time (JIT) defect prediction. ApacheJIT consists of clean and bug-inducing software changes in 14 popular Apache projects. ApacheJIT has a total of 106,674 commits (28,239 bug-inducing and 78,435 clean commits). Having a large number of commits makes ApacheJIT a suitable dataset for machine learning JIT models, especially deep learning models that require large training sets to effectively generalize the patterns present in the historical data to future data.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3527996","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796180","Defect Prediction;Software Engineering;Dataset","Training;Deep learning;Computer bugs;Predictive models;Data models;Software;Data mining","","4","","26","","21 Jun 2022","","","IEEE","IEEE Conferences"
"iTree: Efficiently Discovering High-Coverage Configurations Using Interaction Trees","C. Song; A. Porter; J. S. Foster","Fraunhofer USA Center for Experimental Software Engineering, College Park, MD; Department of Computer Science, University of Maryland, College Park, MD; Department of Computer Science, University of Maryland, College Park, MD","IEEE Transactions on Software Engineering","31 Mar 2014","2014","40","3","251","265","Modern software systems are increasingly configurable. While this has many benefits, it also makes some software engineering tasks,such as software testing, much harder. This is because, in theory,unique errors could be hiding in any configuration, and, therefore,every configuration may need to undergo expensive testing. As this is generally infeasible, developers need cost-effective technique for selecting which specific configurations they will test. One popular selection approach is combinatorial interaction testing (CIT), where the developer selects a strength t and then computes a covering array (a set of configurations) in which all t-way combinations of configuration option settings appear at least once. In prior work, we demonstrated several limitations of the CIT approach. In particular, we found that a given system's effective configuration space - the minimal set of configurations needed to achieve a specific goal - could comprise only a tiny subset of the system's full configuration space. We also found that effective configuration space may not be well approximated by t-way covering arrays. Based on these insights we have developed an algorithm called interaction tree discovery (iTree). iTree is an iterative learning algorithm that efficiently searches for a small set of configurations that closely approximates a system's effective configuration space. On each iteration iTree tests the system on a small sample of carefully chosen configurations, monitors the system's behaviors, and then applies machine learning techniques to discover which combinations of option settings are potentially responsible for any newly observed behaviors. This information is used in the next iteration to pick a new sample of configurations that are likely to reveal further new behaviors. In prior work, we presented an initial version of iTree and performed an initial evaluation with promising results. This paper presents an improved iTree algorithm in greater detail. The key improvements are based on our use of composite proto-interactions - a construct that improves iTree's ability to correctly learn key configuration option combinations, which in turn significantly improves iTree's running time, without sacrificing effectiveness. Finally, the paper presents a detailed evaluation of the improved iTree algorithm by comparing the coverage it achieves versus that of covering arrays and randomly generated configuration sets, including a significantly expanded scalability evaluation with the ~ 1M-LOC MySQL. Our results strongly suggest that the improved iTree algorithm is highly scalable and can identify a high-coverage test set of configurations more effectively than existing methods.","1939-3520","","10.1109/TSE.2013.55","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6671585","Empirical software engineering;software configurations;software testing and analysis","Testing;Arrays;Software algorithms;Software engineering;Machine learning algorithms;Software systems;Algorithm design and analysis","","22","","39","IEEE","20 Nov 2013","","","IEEE","IEEE Journals"
"The Perspective of Software Professionals on Algorithmic Racism","R. De Souza Santos; L. F. De Lima; C. Magalhães","Cape Breton University & CESAR School, Sydney, NS, Canada; CESAR, Recife, Brazil; CESAR School, Recife, Brazil","2023 ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM)","8 Nov 2023","2023","","","1","10","Context. Algorithmic racism is the term used to describe the behavior of technological solutions that constrains users based on their ethnicity. Lately, various data-driven software systems have been reported to discriminate against Black people, either for the use of biased data sets or due to the prejudice propagated by software professionals in their code. As a result, Black people are experiencing disadvantages in accessing technology-based services, such as housing, banking, and law enforcement. Goal. This study aims to explore algorithmic racism from the perspective of software professionals. Method. A survey questionnaire was applied to explore the understanding of software practitioners on algorithmic racism, and data analysis was conducted using descriptive statistics and coding techniques. Results. We obtained answers from a sample of 73 software professionals discussing their understanding and perspectives on algorithmic racism in software development. Our results demonstrate that the effects of algorithmic racism are well-known among practitioners. However, there is no consensus on how the problem can be effectively addressed in software engineering. In this paper, some solutions to the problem are proposed based on the professionals' narratives. Conclusion. Combining technical and social strategies, including training on structural racism for software professionals, is the most promising way to address the algorithmic racism problem and its effects on the software solutions delivered to our society.","","978-1-6654-5223-6","10.1109/ESEM56168.2023.10304856","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10304856","EDI;racism;software development","Surveys;Training;Industries;Machine learning algorithms;Software algorithms;Diversity reception;Machine learning","","","","47","IEEE","8 Nov 2023","","","IEEE","IEEE Conferences"
"Technical Debt in the Peer-Review Documentation of R Packages: a rOpenSci Case Study","Z. Codabux; M. Vidoni; F. H. Fard",University of Saskatchewan; RMIT University; University of British Columbia,"2021 IEEE/ACM 18th International Conference on Mining Software Repositories (MSR)","28 Jun 2021","2021","","","195","206","Context: Technical Debt (TD) is a metaphor used to describe code that is ""not quite right."" Although TD studies have gained momentum, TD has yet to be studied as thoroughly in non-Object-Oriented (OO) or scientific software such as R. R is a multi-paradigm programming language, whose popularity in data science and statistical applications has amplified in recent years. Due to R’s inherent ability to expand through user-contributed packages, several community-led organizations were created to organize and peer-review packages in a concerted effort to increase their quality. Nonetheless, it is well-known that most R users do not have a technical programming background, being from multiple disciplines. Objective: The goal of this study is to investigate TD in the documentation of the peer-review of R packages led by rOpenSci. Method: We collected over 5,000 comments from 157 packages that had been reviewed and approved to be published at rOpenSci. We manually analyzed a sample dataset of these comments posted by package authors, editors of rOpenSci, and reviewers during the review process to investigate the types of TD present in these reviews. Results: The findings of our study include (i) a taxonomy of TD derived from our analysis of the peer-reviews (ii) documentation debt as being the most prevalent type of debt (iii) different user roles are concerned with different types of TD. For instance, reviewers tend to report some types of TD more than other roles, and the types of TD they report are different from those reported by the authors of a package. Conclusion: TD analysis in scientific software or peer-review is almost non-existent. Our study is a pioneer but within the context of R packages. However, our findings can serve as a starting point for replication studies, given our public datasets, to perform similar analyses in other scientific software or to investigate the rationale behind our findings.","2574-3864","978-1-7281-8710-5","10.1109/MSR52588.2021.00032","Natural Sciences and Engineering Research Council of Canada; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463083","Technical Debt;R Programming;rOpensci;Technical Debt Taxonomy;Mining Software Repositories","Computer languages;Taxonomy;Documentation;Organizations;Programming;Data science;Software","","3","","66","IEEE","28 Jun 2021","","","IEEE","IEEE Conferences"
"An Empirical Study on the Performance of Individual Issue Label Prediction","J. Heo; S. Lee","Department of AI Convergence Engineering, Gyeongsang National University, Jinju, Republic of Korea; Department of AI Convergence Engineering Department of Aerospace and Software Engineering, Gyeongsang National University, Jinju, Republic of Korea","2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR)","12 Jul 2023","2023","","","228","233","In GitHub, open-source software (OSS) developers label issue reports. As issue labeling is a labor-intensive manual task, automatic approaches have developed to label issue reports. However, those approaches have shown limited performance. Therefore, it is necessary to analyze the performance of predicting labels for an issue report. Understanding labels with high performance and those with low performance can help improve the performance of automatic issue labeling tasks. In this paper, we investigate the performance of individual label prediction. Our investigation uncovers labels with high performance and those with low performance. Our results can help researchers to understand the different characteristics of labels and help developers to develop a unified approach that combines several effective approaches for different kinds of issues.","2574-3864","979-8-3503-1184-6","10.1109/MSR59073.2023.00041","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174030","Issue Classification;Empirical Study;Github;Issue Report;Label Prediction;Performance Analysis;Labeling","Manuals;Labeling;Data mining;Task analysis;Open source software;Software development management","","","","28","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"ConPredictor: Concurrency Defect Prediction in Real-World Applications","T. Yu; W. Wen; X. Han; J. H. Hayes","Department of Computer Science, University of Kentucky, Lexington, KY; Department of Computer Science, University of Kentucky, Lexington, KY; Department of Computer Science, University of Kentucky, Lexington, KY; Department of Computer Science, University of Kentucky, Lexington, KY","IEEE Transactions on Software Engineering","12 Jun 2019","2019","45","6","558","575","Concurrent programs are difficult to test due to their inherent non-determinism. To address this problem, testing often requires the exploration of thread schedules of a program; this can be time-consuming when applied to real-world programs. Software defect prediction has been used to help developers find faults and prioritize their testing efforts. Prior studies have used machine learning to build such predicting models based on designed features that encode the characteristics of programs. However, research has focused on sequential programs; to date, no work has considered defect prediction for concurrent programs, with program characteristics distinguished from sequential programs. In this paper, we present ConPredictor, an approach to predict defects specific to concurrent programs by combining both static and dynamic program metrics. Specifically, we propose a set of novel static code metrics based on the unique properties of concurrent programs. We also leverage additional guidance from dynamic metrics constructed based on mutation analysis. Our evaluation on four large open source projects shows that ConPredictor improved both within-project defect prediction and cross-project defect prediction compared to traditional features.","1939-3520","","10.1109/TSE.2018.2791521","National Science Foundation(grant numbers:CCF-1464032,CCF-1652149,CCF-1511117); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8252721","Concurrency;defect prediction;software quality;software metrics","Concurrent computing;Predictive models;Software;Programming;Testing;Synchronization","","22","","100","IEEE","9 Jan 2018","","","IEEE","IEEE Journals"
"Neural Transfer Learning for Repairing Security Vulnerabilities in C Code","Z. Chen; S. Kommrusch; M. Monperrus","KTH Royal Institute of Technology, Stockholm, Sweden; Colorado State University, Fort Collins, CO, USA; KTH Royal Institute of Technology, Stockholm, Sweden","IEEE Transactions on Software Engineering","6 Jan 2023","2023","49","1","147","165","In this paper, we address the problem of automatic repair of software vulnerabilities with deep learning. The major problem with data-driven vulnerability repair is that the few existing datasets of known confirmed vulnerabilities consist of only a few thousand examples. However, training a deep learning model often requires hundreds of thousands of examples. In this work, we leverage the intuition that the bug fixing task and the vulnerability fixing task are related and that the knowledge learned from bug fixes can be transferred to fixing vulnerabilities. In the machine learning community, this technique is called transfer learning. In this paper, we propose an approach for repairing security vulnerabilities named VRepair which is based on transfer learning. VRepair is first trained on a large bug fix corpus and is then tuned on a vulnerability fix dataset, which is an order of magnitude smaller. In our experiments, we show that a model trained only on a bug fix corpus can already fix some vulnerabilities. Then, we demonstrate that transfer learning improves the ability to repair vulnerable C functions. We also show that the transfer learning model performs better than a model trained with a denoising task and fine-tuned on the vulnerability fixing task. To sum up, this paper shows that transfer learning works well for repairing security vulnerabilities in C compared to learning on a small dataset.","1939-3520","","10.1109/TSE.2022.3147265","Wallenberg Artificial Intelligence, Autonomous Systems and Software Program; Knut och Alice Wallenbergs Stiftelse; Swedish Foundation for Strategic Research; National Science Foundation(grant numbers:CCF-1750399); Vetenskapsrådet(grant numbers:2018-05973); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9699412","Vulnerability fixing;transfer learning;seq2seq learning","Transfer learning;Task analysis;Computer bugs;Transformers;Codes;Training;Software","","21","","81","CCBY","1 Feb 2022","","","IEEE","IEEE Journals"
"Revisiting Binary Code Similarity Analysis Using Interpretable Feature Engineering and Lessons Learned","D. Kim; E. Kim; S. K. Cha; S. Son; Y. Kim","KAIST, Daejeon, South Korea; KAIST, Daejeon, South Korea; KAIST, Daejeon, South Korea; KAIST, Daejeon, South Korea; KAIST, Daejeon, South Korea","IEEE Transactions on Software Engineering","18 Apr 2023","2023","49","4","1661","1682","Binary code similarity analysis (BCSA) is widely used for diverse security applications, including plagiarism detection, software license violation detection, and vulnerability discovery. Despite the surging research interest in BCSA, it is significantly challenging to perform new research in this field for several reasons. First, most existing approaches focus only on the end results, namely, increasing the success rate of BCSA, by adopting uninterpretable machine learning. Moreover, they utilize their own benchmark, sharing neither the source code nor the entire dataset. Finally, researchers often use different terminologies or even use the same technique without citing the previous literature properly, which makes it difficult to reproduce or extend previous work. To address these problems, we take a step back from the mainstream and contemplate fundamental research questions for BCSA. Why does a certain technique or a certain feature show better results than the others? Specifically, we conduct the first systematic study on the basic features used in BCSA by leveraging interpretable feature engineering on a large-scale benchmark. Our study reveals various useful insights on BCSA. For example, we show that a simple interpretable model with a few basic features can achieve a comparable result to that of recent deep learning-based approaches. Furthermore, we show that the way we compile binaries or the correctness of underlying binary analysis tools can significantly affect the performance of BCSA. Lastly, we make all our source code and benchmark public and suggest future directions in this field to help further research.","1939-3520","","10.1109/TSE.2022.3187689","Institute of Information & Communications Technology Planning & Evaluation(grant numbers:2021-0-01332); Developing Next-Generation Binary Decompiler; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9813408","Binary code similarity analysis;similarity measures;feature evaluation and selection;benchmark","Benchmark testing;Computer architecture;Binary codes;Syntactics;Semantics;Licenses;Market research","","13","","166","CCBY","1 Jul 2022","","","IEEE","IEEE Journals"
"A Survey on the Use of Computer Vision to Improve Software Engineering Tasks","M. Bajammal; A. Stocco; D. Mazinanian; A. Mesbah","University of British Columbia, Vancouver, BC, Canada; Università della Svizzera Italiana, Lugano, Switzerland; University of British Columbia, Vancouver, BC, Canada; University of British Columbia, Vancouver, BC, Canada","IEEE Transactions on Software Engineering","16 May 2022","2022","48","5","1722","1742","Software engineering (SE) research has traditionally revolved around engineering the source code. However, novel approaches that analyze software through computer vision have been increasingly adopted in SE. These approaches allow analyzing the software from a different complementary perspective other than the source code, and they are used to either complement existing source code-based methods, or to overcome their limitations. The goal of this manuscript is to survey the use of computer vision techniques in SE with the aim of assessing their potential in advancing the field of SE research. We examined an extensive body of literature from top-tier SE venues, as well as venues from closely related fields (machine learning, computer vision, and human-computer interaction). Our inclusion criteria targeted papers applying computer vision techniques that address problems related to any area of SE. We collected an initial pool of 2,716 papers, from which we obtained 66 final relevant papers covering a variety of SE areas. We analyzed what computer vision techniques have been adopted or designed, for what reasons, how they are used, what benefits they provide, and how they are evaluated. Our findings highlight that visual approaches have been adopted in a wide variety of SE tasks, predominantly for effectively tackling software analysis and testing challenges in the web and mobile domains. The results also show a rapid growth trend of the use of computer vision techniques in SE research.","1939-3520","","10.1109/TSE.2020.3032986","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9237151","Computer vision;software engineering;survey","Testing;Visualization;Software engineering;Computer vision;Software;Task analysis;Graphical user interfaces","","6","","111","IEEE","22 Oct 2020","","","IEEE","IEEE Journals"
"Managing Technical Debt Using Intelligent Techniques - A Systematic Mapping Study","D. Albuquerque; E. Guimarães; G. Tonin; P. Rodríguezs; M. Perkusich; H. Almeida; A. Perkusich; F. Chagas","Intelligent Software Engineering Group (ISE/VIRTUS), Federal University of Campina Grande, Campina Grande, PB, Brazil; Pennsylvania State University, Malvern, PA, USA; Federal University of Fronteira Sul, Chapecó, SC, Brazil; Polytechnic University of Madrid, Madrid, Spain; Intelligent Software Engineering Group (ISE/VIRTUS), Federal University of Campina Grande, Campina Grande, PB, Brazil; Intelligent Software Engineering Group (ISE/VIRTUS), Federal University of Campina Grande, Campina Grande, PB, Brazil; Intelligent Software Engineering Group (ISE/VIRTUS), Federal University of Campina Grande, Campina Grande, PB, Brazil; Intelligent Software Engineering Group (ISE/VIRTUS), Federal University of Campina Grande, Campina Grande, PB, Brazil","IEEE Transactions on Software Engineering","18 Apr 2023","2023","49","4","2202","2220","Technical Debt (TD) is a metaphor reflecting technical compromises that can yield short-term benefits but might hurt the long-term health of a software system. With the increasing amount of data generated when performing software development activities, an emergent research field has gained attention: applying Intelligent Techniques to solve Software Engineering problems. Intelligent Techniques were used to explore data for knowledge discovery, reasoning, learning, planning, perception, or supporting decision-making. Although these techniques can be promising, there is no structured understanding related to their application to support Technical Debt Management (TDM) activities. Within this context, this study aims to investigate to what extent the literature has proposed and evaluated solutions based on Intelligent Techniques to support TDM activities. To this end, we performed a Systematic Mapping Study (SMS) to investigate to what extent the literature has proposed and evaluated solutions based on Intelligent Techniques to support TDM activities. In total, 150 primary studies were identified and analyzed, dated from 2012 to 2021. The results indicated a growing interest in applying Intelligent Techniques to support TDM activities, the most used: Machine Learning and Reasoning under uncertainty. Intelligent Techniques aimed to assist mainly TDM activities related to identification, measurement, and monitoring. Design TD, Code TD, and Architectural TD are the TD types in the spotlight. Most studies were categorized at automation levels 1 and 2, meaning that existing approaches still require substantial human intervention. Symbolists and Analogizers are levels of explanation presented by most Intelligent Techniques, implying that these solutions conclude a general truth after considering a sufficient number of particular cases. Moreover, we also cataloged the empirical research types, contributions, and validation strategies described in primary studies. Based on our findings, we argue that there is still room to improve the use of Intelligent Techniques to support TDM activities. The open issues that emerged from this study can represent future opportunities for practitioners and researchers.","1939-3520","","10.1109/TSE.2022.3214764","IFPB employee qualification incentive program(grant numbers:21/2021/PRPIPG); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9919389","Technical debt;intelligent techniques;technical debt management activities;systematic mapping study","Time division multiplexing;Cognition;Codes;Costs;Systematics;Software systems;Knowledge discovery","","1","","58","IEEE","14 Oct 2022","","","IEEE","IEEE Journals"
"Learning to Predict User-Defined Types","K. Jesse; P. T. Devanbu; A. Sawant","Department of Computer Science, University of California, Davis, CA, USA; Department of Computer Science, University of California, Davis, CA, USA; Department of Computer Science, University of California, Davis, CA, USA","IEEE Transactions on Software Engineering","18 Apr 2023","2023","49","4","1508","1522","TypeScript is a widely adopted gradual typed language where developers can optionally type variables, functions, parameters and more. Probabilistic type inference approaches with ML (machine learning) work well especially for commonly occurring types such as boolean, number, and string. TypeScript permits a wide range of types including developer defined class names and type interfaces. These developer defined types, termed user-defined types, can be written within the realm of language naming conventions. The set of user-defined types is boundless and existing bounded type guessing approaches are an imperfect solution. Existing works either under perform in user-defined types or ignore user-defined types altogether. This work leverages a BERT-style pre-trained model, with multi-task learning objectives, to learn how to type user-defined classes and interfaces. Thus we present DiverseTyper, a solution that explores the diverse set of user-defined types by uniquely aligning classes and interfaces declarations to the places in which they are used. DiverseTyper surpasses all existing works including those that model user-defined types.","1939-3520","","10.1109/TSE.2022.3178945","National Science Foundation(grant numbers:1414172,2107592); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9785755","Multi-Task learning;representation learning;transfer learning;type inference.","Annotations;Codes;Vocabulary;Encoding;Task analysis;Software development management;Training","","1","","64","IEEE","30 May 2022","","","IEEE","IEEE Journals"
