"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Transfer Learning Approach for Securing Resource-Constrained IoT Devices","S. Yılmaz; E. Aydogan; S. Sen","Department of Computer Engineering, Muğla Sıtkı Koçman University, Muğla, Turkey; Department of Computer Engineering, WISE Laboratory, Hacettepe University, Ankara, Turkey; Department of Computer Engineering, Akdeniz University, Antalya, Turkey","IEEE Transactions on Information Forensics and Security","6 Sep 2021","2021","16","","4405","4418","In recent years, Internet of Things (IoT) security has attracted significant interest by researchers due to new characteristics of IoT such as heterogeneity of devices, resource constraints, and new types of attacks targeting IoT. Intrusion detection, which is an indispensable part of a security system, is also included in these studies. In order to explore the complex characteristics of IoT, machine learning methods, which rely on long training time to generate intrusion detection models, are proposed in the literature. Furthermore, these systems need to learn a new/fresh model from scratch when the environment changes. This study explores the use of transfer learning in order to generate intrusion detection algorithms for such dynamically changing IoT. Transfer learning is an approach that stores knowledge learned from a problem domain/task and applies that knowledge to another problem domain/task. Here, it is employed in the following two settings: transferring knowledge for generating suitable intrusion algorithms for new devices, transferring knowledge for detecting new types of attacks. In this study, Routing Protocol for Low-Power and Lossy Network (RPL), a routing protocol for resource-constrained wireless networks, is used as an exemplar protocol and specific attacks against RPL are targeted. The experimental results show that the transfer learning approach gives better performance than the traditional approach. Moreover, the proposed approach significantly reduces learning time, which is an important factor for putting devices/networks in operation in a timely manner. Even though transfer learning has been considered a potential candidate for improving IoT security, to the best of our knowledge, this is the first application of transfer learning under these two settings in RPL-based IoT networks.","1556-6021","","10.1109/TIFS.2021.3096029","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9478846","IoT;security;transfer learning;intrusion detection;genetic programming;RPL","Transfer learning;Intrusion detection;Statistics;Sociology;Internet of Things;Task analysis;Genetic programming","","22","","43","IEEE","9 Jul 2021","","","IEEE","IEEE Journals"
"ForgeryNIR: Deep Face Forgery and Detection in Near-Infrared Scenario","Y. Wang; C. Peng; D. Liu; N. Wang; X. Gao","State Key Laboratory of Integrated Services Networks, School of Cyber Engineering, Xidian University, Xi’an, Shaanxi, China; State Key Laboratory of Integrated Services Networks, School of Cyber Engineering, Xidian University, Xi’an, Shaanxi, China; State Key Laboratory of Integrated Services Networks, School of Cyber Engineering, Xidian University, Xi’an, Shaanxi, China; State Key Laboratory of Integrated Services Networks, School of Telecommunications Engineering, Xidian University, Xi’an, Shaanxi, China; Chongqing Key Laboratory of Image Cognition, Chongqing University of Posts and Telecommunications, Chongqing, China","IEEE Transactions on Information Forensics and Security","9 Feb 2022","2022","17","","500","515","Deep face forgery and detection is an emerging topic due to the development of GANs. Face forgery detection relies greatly on existing databases for evaluation and adequate training examples for data-hungry machine learning algorithms. However, considering the wide application of face recognition in near-infrared scenarios, there is no publicly available face forgery database that includes near-infrared modality currently. In this paper, we present an attempt at constructing a large-scale dataset for face forgery detection in the near-infrared modality and propose a new forgery detection method based on knowledge distillation named cross-modality knowledge distillation aiming to use a teacher model which is pre-trained on the visible light-based (VIS) big data to guide the student model with a small amount of near-infrared (NIR) data. The proposed near-infrared face forgery dataset, named ForgeryNIR, contains a total of over 50,000 real and fake identities. A number of perturbations are applied to help simulate real-world scenarios. All source images in ForgeryNIR are collected from CASIA NIR-VIS 2.0, and fake images are generated via multiple GAN techniques. The proposed dataset fills the gap of face forgery detection research in the near-infrared modality. A comprehensive study on six representative detection baselines is conducted to evaluate the performance of face forgery detection algorithms in the NIR domain. We further construct a hard testing set, named ForgeryNIR+, which contains forged images that have bypassed existing face forgery detection methods. The proposed datasets will be publicly available and aim to help boost further research on face forgery detection, as well as NIR face detection and recognition.","1556-6021","","10.1109/TIFS.2022.3146766","Guangxi Natural Science Foundation Program(grant numbers:2021GXNSFDA075011); Key Research and Development Program of Shaanxi(grant numbers:2020ZDLGY08-08); National Key Research and Development Program of China(grant numbers:2018AAA0103202); National Natural Science Foundation of China(grant numbers:61922066,61876142,62036007,62072356); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9693897","Near-infrared face;face forgery detection;deepfake","Face recognition;Forgery;Videos;Faces;Databases;Perturbation methods;Lighting","","20","","50","IEEE","26 Jan 2022","","","IEEE","IEEE Journals"
"GapFinder: Finding Inconsistency of Security Information From Unstructured Text","H. Jo; J. Kim; P. Porras; V. Yegneswaran; S. Shin","Graduate School of Information Security, School of Computing, KAIST, Daejeon, South Korea; School of Electrical Engineering, KAIST, Daejeon, South Korea; SRI International, Menlo Park, USA; SRI International, Menlo Park, USA; School of Electrical Engineering, KAIST, Daejeon, South Korea","IEEE Transactions on Information Forensics and Security","28 Jul 2020","2021","16","","86","99","Textual data mining of open source intelligence on the Web has become an increasingly important topic across a wide range of domains such as business, law enforcement, military, and cybersecurity. Text mining efforts utilize natural language processing to transform unstructured web content into structured forms that can drive various machine learning applications and data indexing services. For example, applications for text mining in cybersecurity have produced a range of threat intelligence services that serve the IT industry. However, a less studied problem is that of automating the identification of semantic inconsistencies among various text input sources. In this paper, we introduce GapFinder, a new inconsistency checking system for identifying semantic inconsistencies within the cybersecurity domain. Specifically, we examine the problem of identifying technical inconsistencies that arise in the functional descriptions of open source malware threat reporting information. Our evaluation, using tens of thousands of relations derived from web-based malware threat reports, demonstrates the ability of GapFinder to identify the presence of inconsistencies.","1556-6021","","10.1109/TIFS.2020.3003570","Engineering Research Center Program through the National Research Foundation of Korea (NRF); Korean Government MSIT(grant numbers:NRF-2018R1A5A1059921); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9121316","Cyber threat intelligence;CTI;inconsistency","Malware;Computer security;Semantics;Text mining;Blogs","","17","","40","IEEE","19 Jun 2020","","","IEEE","IEEE Journals"
"EEFED: Personalized Federated Learning of Execution&Evaluation Dual Network for CPS Intrusion Detection","X. Huang; J. Liu; Y. Lai; B. Mao; H. Lyu","Faculty of Information Technology, Beijing University of Technology, Beijing, China; Faculty of Information Technology, Beijing University of Technology, Beijing, China; Faculty of Information Technology, Beijing University of Technology, Beijing, China; Faculty of Information Technology, Beijing University of Technology, Beijing, China; Faculty of Information Technology, Beijing University of Technology, Beijing, China","IEEE Transactions on Information Forensics and Security","6 Dec 2022","2023","18","","41","56","In the modern interconnected world, intelligent networks and computing technologies are increasingly being incorporated in industrial systems. However, this adoption of advanced technology has resulted in increased cyber threats to cyber-physical systems. Existing intrusion detection systems are continually challenged by constantly evolving cyber threats. Machine learning algorithms have been applied for intrusion detection. In these techniques, a classification model is trained by learning cyber behavior patterns. However, these models typically require considerable high-quality datasets. Limited attack samples are available because of the unpredictability and constant evolution of cyber threats. To address these problems, we propose a novel federated Execution & Evaluation dual network framework (EEFED), which allows multiple federal participants to personalize their local detection models undermining the original purpose of Federated Learning. Thus, a general global detection model was developed for collaboratively improving the performance of a single local model against cyberattacks. The proposed personalized update algorithm and the optimizing backtracking parameters replacement policy effectively reduced the negative influence of federated learning in imbalanced and non-i.i.d distribution of data. The proposed method improved model stability. Furthermore, extensive experiments conducted on a network dataset in various cyber scenarios revealed that the proposed method outperformed single model and state-of-the-art methods.","1556-6021","","10.1109/TIFS.2022.3214723","National Key R&D Program of China (Key Technologies and Applications of Security and Trusted Industrial Control System(grant numbers:2020YFB2009500); Beijing Natural Science Foundation(grant numbers:L192020); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9919869","Federated learning;cyber-physical system (CPS);intrusion detection;cyber security;personalized model","Data models;Computational modeling;Training;Security;Computer crime;Intrusion detection;Federated learning","","13","","40","CCBYNCND","14 Oct 2022","","","IEEE","IEEE Journals"
"Earprint: Transient Evoked Otoacoustic Emission for Biometrics","Y. Liu; D. Hatzinakos","Edward S. Rogers Sr. Department of Electrical and Computer Engineering, University of Toronto, Toronto, ON, Canada; Edward S. Rogers Sr. Department of Electrical and Computer Engineering, University of Toronto, Toronto, ON, Canada","IEEE Transactions on Information Forensics and Security","19 May 2017","2014","9","12","2291","2301","Biometrics is attracting increasing attention in privacy and security concerned issues, such as access control and remote financial transaction. However, advanced forgery and spoofing techniques are threatening the reliability of conventional biometric modalities. This has been motivating our investigation of a novel yet promising modality transient evoked otoacoustic emission (TEOAE), which is an acoustic response generated from cochlea after a click stimulus. Unlike conventional modalities that are easily accessible or captured, TEOAE is naturally immune to replay and falsification attacks as a physiological outcome from human auditory system. In this paper, we resort to wavelet analysis to derive the time-frequency representation of such nonstationary signal, which reveals individual uniqueness and long-term reproducibility. A machine learning technique linear discriminant analysis is subsequently utilized to reduce intrasubject variability and further capture intersubject differentiation features. Considering practical application, we also introduce a complete framework of the biometric system in both verification and identification modes. Comparative experiments on a TEOAE data set of biometric setting show the merits of the proposed method. Performance is further improved with fusion of information from both ears.","1556-6021","","10.1109/TIFS.2014.2361205","Natural Sciences and Engineering Research Council of Canada; Ontario Brain Institute, Toronto, ON, Canada; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6914592","Robust Biometric Modality;Transient Evoked Otoacoustic Emission;Time-frequency Analysis;Robust biometric modality;transient evoked otoacoustic emission;time-frequency analysis;linear discriminant analysis;biometric fusion","Biometrics (access control);Time-frequency analysis;Linear discriminant analysis;Auditory system;Feature extraction","","12","19","27","IEEE","1 Oct 2014","","","IEEE","IEEE Journals"
"Anti-Forensics of Environmental-Signature-Based Audio Splicing Detection and Its Countermeasure via Rich-Features Classification","H. Zhao; Y. Chen; R. Wang; H. Malik","Department of Electrical and Electronic Engineering, South University of Science and Technology of China, Shenzhen, China; Department of Electrical and Electronic Engineering, South University of Science and Technology of China, Shenzhen, China; Department of Electrical and Electronic Engineering, South University of Science and Technology of China, Shenzhen, China; Department of Electrical and Computer Engineering, University of Michigan–Dearborn, Dearborn, MI, USA","IEEE Transactions on Information Forensics and Security","19 May 2017","2016","11","7","1603","1617","Numerous methods for detecting audio splicing have been proposed. Environmental-signature-based methods are considered to be the most effective forgery detection methods. The performance of existing audio forensic analysis methods is generally measured in the absence of any anti-forensic attack. Effectiveness of these methods in the presence of anti-forensic attacks is therefore unknown. In this paper, we propose an effective anti-forensic attack for environmental-signature-based splicing detection method and countermeasures to detect the presence of the anti-forensic attack. For anti-forensic attack, dereverberation-based processing is proposed. Three dereverberation methods are considered to tamper with the acoustic environment signature. Experimental results indicate that the proposed dereverberation-based anti-forensic attack significantly degrades the performance of the selected splicing detection method. The proposed countermeasures exploit artifacts introduced by the anti-forensic processing. To detect the presence of potential anti-forensic processing, a machine learning-based framework is proposed. In particular, the proposed anti-forensic detection method uses a rich-feature model consisting of Fourier coefficients, spectral properties, high-order statistics of musical noise residuals, and modulation spectral coefficients to capture traces of dereverberation attacks. The performance of the proposed framework is evaluated on both synthetic data and real-world speech recordings. The experimental results show that the proposed rich-feature model can detect the presence of anti-forensic processing with an average accuracy of 95%.","1556-6021","","10.1109/TIFS.2016.2543205","2013 Guangdong Natural Science Funds for Distinguished Young Scholars(grant numbers:S2013050014223); National Science Foundation(grant numbers:CNS-1440929); National Plan for Science, Technology and Innovation, King Abdulaziz City for Science and Technology, Saudi Arabia(grant numbers:12-INF2634-02); National Natural Science Foundation of China(grant numbers:61402219); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7435302","Audio splicing detection;anti-forensics;spectral features;musical noise;modulation spectrum;Audio splicing detection;anti-forensics;spectral features;musical noise;modulation spectrum","Splicing;Forensics;Speech;Acoustics;Authentication;Robustness;Feature extraction","","9","","52","IEEE","17 Mar 2016","","","IEEE","IEEE Journals"
"Cancellable Template Design for Privacy-Preserving EEG Biometric Authentication Systems","M. Wang; S. Wang; J. Hu","School of Engineering and Information Technology, University of New South Wales, Canberra, ACT, Australia; School of Computing, Engineering and Mathematical Sciences, La Trobe University, Melbourne, VIC, Australia; School of Engineering and Information Technology, University of New South Wales, Canberra, ACT, Australia","IEEE Transactions on Information Forensics and Security","28 Sep 2022","2022","17","","3350","3364","As a promising candidate to complement traditional biometric modalities, brain biometrics using electroencephalography (EEG) data has received a widespread attention in recent years. However, compared with existing biometrics such as fingerprints and face recognition, research on EEG biometrics is still in its infant stage. Most of the studies focus on either designing signal elicitation protocols from the perspective of neuroscience or developing feature extraction and classification algorithms from the viewpoint of machine learning. These studies have laid the ground for the feasibility of using EEG as a biometric verification modality, but they have also raised security and privacy concerns as EEG data contains sensitive information. Existing research has used hash functions and cryptographic schemes to protect EEG data, but they do not provide functions for revoking compromised templates as in cancellable template design. This paper proposes the first cancellable EEG template design for privacy-preserving EEG-based verification systems, which can protect raw EEG signals containing sensitive privacy information (e.g., identity, health and cognitive status). A novel cancellable EEG template is developed based on EEG features extracted by a deep learning model and a non-invertible transform. The proposed transformation provides cancellable templates, while taking advantage of EEG elicitation protocol fusion to enhance biometric performance. The proposed verification system offers superior performance than the state-of-the-art, while protecting raw EEG data. Furthermore, we analyze the system’s capacity for resisting multiple attacks, and discuss some overlooked but critical issues and possible pitfalls involving hill-climbing attacks, second attacks, and classification-based verification systems.","1556-6021","","10.1109/TIFS.2022.3204222","Australian Research Council Discovery(grant numbers:DP200103207); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9875345","EEG biometrics;brain biometrics;verification system;privacy-preserving;cancellable biometrics;non-invertible transformation;template protection","Electroencephalography;Biometrics (access control);Feature extraction;Protocols;Brain modeling;Training;Biological system modeling","","9","","50","CCBY","5 Sep 2022","","","IEEE","IEEE Journals"
"A First Public Research Collection of High-Resolution Latent Fingerprint Time Series for Short- and Long-Term Print Age Estimation","R. Merkel; J. Dittmann; C. Vielhauer","Working Group Multimedia and Security, Otto-von-Guericke-University of Magdeburg, Magdeburg, Germany; Working Group Multimedia and Security, Otto-von-Guericke-University of Magdeburg, Magdeburg, Germany; Department of Informatics and Media, Brandenburg University of Applied Sciences, Brandenburg an der Havel, Germany","IEEE Transactions on Information Forensics and Security","26 Jun 2017","2017","12","10","2276","2291","The creation of publicly available image databases for the signal processing community is a very time-consuming, yet immensely valuable task, enabling scientific progress by providing the opportunity of an objective comparison and reproduction of results. This paper presents for the first time a public research collection of high-resolution latent fingerprint time series for age estimation, captured from a pool of 116 different test subjects. It comprises ten different sets with a total of 2,618 time series (117,384 scans), varying between capturing devices (CWL and CLSM), data types (intensity versus topography), aging periods (short-term aging: 24 h, long-term aging: 0.5 - 3 years) and resolutions (1,270 - 180,142 ppi). Most series are annotated with donor information (age and gender) and capturing conditions (scan parameters, ambient temperature, and humidity). The data are anonymized (using partial prints only) and an organizational revocation mechanism is included to assure non-identifiability of donors in the future. Baseline results for age estimation on all ten sets are provided in the form of correlation coefficients and machine-learning based age estimation (kappa), using 19 features from prior feature spaces as well as new ones (Tamura contrast, Benford's law, and improved dust feature). Classification results exhibit kappa values between 0.51 and 0.85, highlighting the progress made in this very challenging area in recent years and also emphasizing the need of future studies on the issue.","1556-6021","","10.1109/TIFS.2017.2705622","German Federal Ministry of Education and Science (BMBF) through the Research Programme (Digi-Dak, fingerprint related parts), (INSPECT, providing an important application scenario for latent prints on well-reflecting surfaces, such as credit-cards, keypads, or smartphone displays)(grant numbers:FKZ: 13N10816,FKZ: 13N10818,FKZ: 13N13473); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7931576","Latent fingerprints;public research collection;age estimation;digitized forensics;computer forensics;fingerprint processing pipeline;baseline performance","Estimation;Time series analysis;Aging;Fingerprint recognition;Forensics;Sensors;Data privacy","","9","","41","CCBY","18 May 2017","","","IEEE","IEEE Journals"
"Privacy-Preserving Federated Learning via Functional Encryption, Revisited","Y. Chang; K. Zhang; J. Gong; H. Qian","Software Engineering Institute, East China Normal University, Shanghai, China; College of Computer Science and Technology, Shanghai University of Electric Power, Shanghai, China; Software Engineering Institute, East China Normal University, Shanghai, China; Software Engineering Institute, East China Normal University, Shanghai, China","IEEE Transactions on Information Forensics and Security","24 Mar 2023","2023","18","","1855","1869","Federated Learning (FL), emerging as a distributed machine learning, is a popular paradigm that allows multiple users to collaboratively train an intermediate model by exchanging local models without the training data leaving each user’s domain. However, FL still suffer from privacy risk such as leaking private information from users’ uploaded local models. To address the privacy concern, several approaches have been proposed to achieve privacy-preserving FL (PPFL) based on differential privacy (DP), multi-party computation (MPC), homomorphic encryption (HE) and functional encryption (FE). Compared with DP, MPC and HE, approaches based on FE are more advantageous and thus become the focus of this work. Moreover, all existing PPFL schemes via FE employ a multi-user extension of FE for a specific function, i.e., multi-input FE (MIFE). In this paper, we point out that existing FE-based PPFL schemes have faced with several security issues due to the misuse of MIFE. After reconsidering the security requirements of PPFL, we propose new goals of designing PPFL using FE. To achieve our goals, we propose a new FE called dual-mode decentralized multi-client FE (2DMCFE) and give a concreate construction for 2DMCFE. With 2DMCFE, we propose a new framework of PPFL where we establish a fresh 2DMCFE instance for each subset of users. Security proof shows the strong security of our framework under the semi-honest security setting. Furthermore, experiments conducted on real dataset demonstrate that our framework achieves comparable model accuracy and training efficiency to the basic FE-based scheme while providing stronger security guarantee.","1556-6021","","10.1109/TIFS.2023.3255171","National Natural Science Foundation of China(grant numbers:62002120,61802248); Shanghai Rising-Star Program(grant numbers:22QA1403800); Innovation Program of Shanghai Municipal Education Commission(grant numbers:2021-01-07-00-08-E00101); “Digital Silk Road” Shanghai International Joint Laboratory of Trustworthy Intelligent Software(grant numbers:22510750100); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10064312","Privacy-preserving;federated learning;functional encryption","Iron;Computational modeling;Data models;Training;Federated learning;Privacy;Task analysis","","8","","43","IEEE","9 Mar 2023","","","IEEE","IEEE Journals"
"Transformation-Aware Embeddings for Image Provenance","A. Bharati; D. Moreira; P. J. Flynn; A. de Rezende Rocha; K. W. Bowyer; W. J. Scheirer","Department of Computer Science and Engineering, University of Notre Dame, Notre Dame, IN, USA; Department of Computer Science and Engineering, University of Notre Dame, Notre Dame, IN, USA; Department of Computer Science and Engineering, University of Notre Dame, Notre Dame, IN, USA; Institute of Computing, University of Campinas, Campinas SP, Brazil; Department of Computer Science and Engineering, University of Notre Dame, Notre Dame, IN, USA; Department of Computer Science and Engineering, University of Notre Dame, Notre Dame, IN, USA","IEEE Transactions on Information Forensics and Security","19 Feb 2021","2021","16","","2493","2507","A dramatic rise in the flow of manipulated image content on the Internet has led to a prompt response from the media forensics research community. New mitigation efforts leverage cutting-edge data-driven strategies and increasingly incorporate usage of techniques from computer vision and machine learning to detect and profile the space of image manipulations. This paper addresses Image Provenance Analysis, which aims at discovering relationships among different manipulated image versions that share content. One important task in provenance analysis, like most visual understanding problems, is establishing a visual description and dissimilarity computation method that connects images that share full or partial content. But the existing handcrafted or learned descriptors - generally appropriate for tasks such as object recognition - may not sufficiently encode the subtle differences between near-duplicate image variants, which significantly characterize the provenance of any image. This paper introduces a novel data-driven learning-based approach that provides the context for ordering images that have been generated from a single image source through various transformations. Our approach learns transformation-aware embeddings using weak supervision via composited transformations and a rank-based Edit Sequence Loss. To establish the effectiveness of the proposed approach, comparisons are made with state-of-the-art handcrafted and deep-learning-based descriptors, as well as image matching approaches. Further experimentation validates the proposed approach in the context of image provenance analysis and improves upon existing approaches.","1556-6021","","10.1109/TIFS.2021.3050061","DARPA and Air Force Research Laboratory (AFRL)(grant numbers:FA8750-16-2-0173); NVIDIA Corporation; Fundação de Amparo à Pesquisa do Estado de São Paulo (FAPESP) (DéjàVu Project)(grant numbers:2017/12646-3); Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES) (DeepEyes Grant); Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq)(grant numbers:304497/2018-5); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9316916","Image provenance analysis;image manipulation;deep learning;forensics;edit sequence loss","Media;Forensics;Task analysis;Visualization;Image matching;Image retrieval;Image coding","","8","","68","IEEE","8 Jan 2021","","","IEEE","IEEE Journals"
"MEG: Memory and Energy Efficient Garbled Circuit Evaluation on Smartphones","Q. Yang; G. Peng; P. Gasti; K. S. Balagani; Y. Li; G. Zhou","Department of Computer Science, College of William and Mary, Williamsburg, VA, USA; Google, Sunnyvale, CA, USA; School of Engineering and Computing Sciences, New York Institute of Technology, New York, NY, USA; School of Engineering and Computing Sciences, New York Institute of Technology, New York, NY, USA; College of Computer Science, Chongqing University, Chongqing, China; Department of Computer Science, College of William and Mary, Williamsburg, VA, USA","IEEE Transactions on Information Forensics and Security","31 Oct 2018","2019","14","4","913","922","Garbled circuits are general tools that allow two parties to compute any function without disclosing their respective inputs. Applications of this technique vary from distributed privacy-preserving machine learning tasks to secure outsourced authentication. Unfortunately, the energy cost of garbled circuit evaluation protocols is substantial. This limits the applicability of garbled circuits in scenarios that involve battery-operated devices, such as Internet-of-Things (IoT) devices and smartphones. In this paper, we propose MEG, a Memory- and Energy-efficient Garbled circuit evaluation mechanism. MEG utilizes batch data transmission and multi-threading to reduce memory and energy consumption. We implement MEG on an Android smartphone and compare its performance and energy consumption with state-of-the-art techniques using two garbled circuits of widely different sizes (AES-128 and 256-bit edit distance). Our results show that, compared with “plain” garbled circuit evaluation, MEG decreases memory consumption by more than 90%. When compared with current pipelined garbled circuit evaluation techniques, MEG's energy usage was 42% lower for AES-128 and 23% lower for EDT-256. Furthermore, our multi-thread implementation of MEG decreased circuit evaluation time by up to 56.7% for AES-128, and by up to 13.5% for EDT-256, compared with state-of-the-art pipelining techniques.","1556-6021","","10.1109/TIFS.2018.2868221","National Science Foundation(grant numbers:CNS-1619023,CNS-1618300); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8452954","Security;side-channel attacks","Logic gates;Protocols;Generators;Memory management;Smart phones;Pipeline processing;Wires","","7","","31","IEEE","31 Aug 2018","","","IEEE","IEEE Journals"
"Progressive Focusing Algorithm for Reliable Pose Estimation of Latent Fingerprints","C. Deerada; K. Phromsuthirak; A. Rungchokanun; V. Areekul","Department of Electrical Engineering, Kasetsart University, Bangkok, Thailand; Department of Electrical Engineering, Kasetsart University, Bangkok, Thailand; Department of Electrical Engineering, Kasetsart University, Bangkok, Thailand; Department of Electrical Engineering, Kasetsart University, Bangkok, Thailand","IEEE Transactions on Information Forensics and Security","11 Dec 2019","2020","15","","1232","1247","A pose of fingerprint composes of a reference point and its corresponding orientation. The reliable pose plays a crucial role in fingerprint alignment and registration. Pose estimation of latent fingerprints is a challenging problem. A few methods based on machine learning were proposed in the past decade. These methods try to predict a pose from corrupted information. In this paper, we propose a systematic feedback approach which can remedy the corrupted information while simultaneously estimates a reliable pose. Without manual segmentation, our fully automatic algorithm is able to progressively locate potential poses, and enhance weak friction ridges that form and support these poses through an iterative feedback. Using the NIST SD27 and MOLF DB4 latent fingerprint databases, our experimental results show that our proposed algorithm outperforms the state-of-the-art and existing commercial products for latent fingerprint pose estimation in terms of precision and identification accuracy.","1556-6021","","10.1109/TIFS.2019.2934865","Kasetsart University; Siew-Sngiem Karnchanachari Research Leadership and Young Professorship Awards; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8794816","Pose estimation;focal point;reference point detection;latent fingerprint","Reliability;Pose estimation;Indexes;Noise measurement;Friction;Mathematical model","","7","","52","IEEE","12 Aug 2019","","","IEEE","IEEE Journals"
"Improvement of Min-Entropy Evaluation Based on Pruning and Quantized Deep Neural Network","H. Li; J. Zhang; Z. Li; J. Liu; Y. Wang","Key Laboratory of Advanced Transducers and Intelligent Control System, Ministry of Education of China, College of Physics and Optoelectronics, Taiyuan University of Technology, Taiyuan, China; Key Laboratory of Advanced Transducers and Intelligent Control System, Ministry of Education of China, College of Physics and Optoelectronics, Taiyuan University of Technology, Taiyuan, China; China Electric Power Research Institute, Beijing, China; Nations Technology Company Ltd, Shenzhen, China; Advanced Institute of Photonic Technology, Guangdong University of Technology, Guangzhou, China","IEEE Transactions on Information Forensics and Security","7 Feb 2023","2023","18","","1410","1420","In the field of information security, the unpredictability of random numbers plays determinant role according to the security of cryptographic systems. However, limited by the capability of pattern recognition and data mining, statistical-based methods for random number security assessment can only detect whether there are obvious statistical flaws in random sequences. In recent years, some machine learning-based techniques such as deep neural networks and prediction-based methods applied to random number security have exhibited superior performance. Concurrently, the proposed deep learning models bring out issues of large number of parameters, high storage space occupation and complex computation. In this paper, for the challenge of random number security analysis: building high-performance predictive models, we propose an effective analysis method based on pruning and quantized deep neural network. Firstly, we train a temporal pattern attention-based long short-term memory (TPA-LSTM) model with complex structure and good prediction performance. Secondly, through pruning and quantization operations, the complexity and storage space occupation of the TPA-LSTM model were reduced. Finally, we retrain the network to find the best model and evaluate the effectiveness of this method using various simulated data sets with known min-entropy values. By comparing with related work, the TPA-LSTM model provides more accurate estimates: the relative error is less than 0.43%. In addition, the model weight parameters are reduced by more than 98% and quantized to 2 bits (compression over 175x) without accuracy loss.","1556-6021","","10.1109/TIFS.2023.3240859","National Key Research and Development Program of China(grant numbers:2019YFB1803500); National Natural Science Foundation of China(grant numbers:62045009,61731014); Natural Science Foundation of Shanxi Province(grant numbers:202103021224038,20210302123185); International Cooperation of Key Research and Development Program of Shanxi Province(grant numbers:201903D421012); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10032186","Min-entropy;TPA-LSTM;random number;pruning;quantization","Security;Predictive models;Entropy;Deep learning;Data models;Quantization (signal);Neural networks","","6","","39","IEEE","30 Jan 2023","","","IEEE","IEEE Journals"
"Domain-Agnostic Document Authentication Against Practical Recapturing Attacks","C. Chen; S. Zhang; F. Lan; J. Huang","Guangdong Key Laboratory of Intelligent Information Processing, Shenzhen University, Shenzhen, China; Guangdong Oppo Mobile Telecommunications Corporation Ltd., Shenzhen, China; Department of Computing, The Hong Kong Polytechnic University, Hong Kong, China; Guangdong Key Laboratory of Intelligent Information Processing, Shenzhen University, Shenzhen, China","IEEE Transactions on Information Forensics and Security","17 Aug 2022","2022","17","","2890","2905","Recapturing attack can be employed as a simple but effective anti-forensic tool for digital document images. Inspired by the document inspection process that compares a questioned document against some known samples, we proposed a document recapture detection scheme by employing a Siamese network to compare and extract distinct features in a recaptured document image. The proposed algorithm takes advantage of both metric learning and image forensic techniques, and forms triplets by considering some important factors in document authentication, e.g., document types, resolutions, and content in each image patch. After training with our triplet selection strategy, the resulting feature embedding clusters the genuine samples near the reference while pushing the recaptured samples apart. In the experiment, we consider practical settings under domain differences, such as the variations in printing/imaging devices, substrates, recapturing channels, and document types. To evaluate the robustness of different approaches, we benchmark some popular off-the-shelf machine learning-based approaches, a state-of-the-art document image detection scheme, and the proposed schemes with different network backbones under various experimental protocols. Experimental results show that the proposed scheme consistently outperforms the state-of-the-art approaches under different experimental settings. Specifically, under the most challenging scenario in our experiment, i.e., evaluation across different types of documents (produced by different manufacturers, devices, and substrates), we have achieved 6.92% APCER (Attack Presentation Classification Error Rate) and 8.51% BPCER (Bona Fide Presentation Classification Error Rate) by the proposed network with ResNeXt101 backbone at 5.00% BPCER decision threshold.","1556-6021","","10.1109/TIFS.2022.3197054","Key-Area Research and Development Program of Guangdong Province(grant numbers:2019B010139003); NSFC(grant numbers:62072313,U19B2022); Basic and Applied Basic Research Foundation of Guangdong Province(grant numbers:2020A1515010563); Shenzhen Research and Development Program(grant numbers:20200813110043002); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9851649","Document image;recapture detection;deep learning","Feature extraction;Authentication;Substrates;Printing;Liquid crystal displays;Forgery;Databases","","5","","46","IEEE","5 Aug 2022","","","IEEE","IEEE Journals"
